Registration Type,Corporation Name,Trade Name,Business Address,Business Address2,City,State,Zip,Phone Number,# ASE Certified Mechanics,Tow Storage Address ,Tow Storage 2,Tow Storage City,Tow Storage State,Tow Storage Zip,Tow Storage Phone,Issue Date,Expiration,Registration No.,Location
Corporation,LG Auto Body Rockville LLC,"LG Auto Body Rockville, LLC",535 Southlawn Lane,Suite A,Rockville,MD,20850,(301) 795-0755,0,,,,,,,04/29/2024,04/29/2027,20-MT-004102,"535 Southlawn Lane
Rockville, MD 20850
(39.093206008, -77.141980025)"
Corporation,"IMEM, INC.","International Collision Center, Germantown",13210 Wisteria Drive,Suite 3,Germantown,MD,20874,(240) 672-1237,0,,,,,,,06/10/2024,06/10/2027,20-MT-004140,"13210 Wisteria Drive
Germantown, MD 20874
(39.180015996, -77.276678969)"
Corporation,"Modern Body Shop, Inc.","Modern Body Shop, Inc.",3844 Dupont Avenue,,Kensington,MD,20895,(301) 946-8026,0,,,,,,,04/16/2024,04/16/2025,18-MT-000424,"3844 Dupont Avenue
Kensington, MD 20895
(39.030220992, -77.077380026)"
Corporation,"Auburn Towing, Inc.","Auburn Towing, Inc.",375 Derwood Circle,,Rockville,MD,20850,(301) 977-2740,0,375 Derwood Circle,,Rockville,MD,20850,(301) 977-2740,05/10/2024,05/10/2027,18-MT-000677,"375 Derwood Circle
Rockville, MD 20850
(39.105800991, -77.155030983)"
Corporation,"True2Form Collision Repair Centers, LLC",Gerber Collision & Glass,19560 Frederick Road,,Germantown,MD,20876,(301) 916-9081,0,,,,,,,05/02/2024,05/02/2027,22-MT-013112,"19560 Frederick Road
Germantown, MD 20876
(39.176504984, -77.239262991)"
Corporation,"White Flint Site Associates, LLC",Jiffy Lube,5535 Nicholson Lane,,Rockville,MD,20852,(301) 984-8880,0,,,,,,,05/30/2024,05/30/2027,15-MT-001691,"5535 Nicholson Lane
Rockville, MD 20852
(39.045117017, -77.109562008)"
Sole Proprietorship,,Richard Schoengold,16859 Oakmont Avenue,,Gaithersburg,MD,20877,(301) 444-3456,0,,,,,,,04/16/2024,04/16/2025,15-MT-001755,"16859 Oakmont Avenue
Gaithersburg, MD 20877
(39.132478996, -77.174872038)"
Sole Proprietorship,,D & B RESTORATION,7408 Westmore Road,Unit G-H,Rockville,MD,20851,(240) 618-9330,1,,,,,,,04/11/2024,04/11/2025,23-MT-013561,"7408 Westmore Road
Rockville, MD 20851
(39.098658016, -77.15180898)"
Corporation,"Walmart Stores East, LP",Walmart #2357,20910 Frederick Road,,Germantown,MD,20876-4134,(479) 544-4324,0,,,,,,,05/22/2024,05/22/2027,20-MT-004106,"20910 Frederick Road
Germantown, MD 20876-4134
(39.198741, -77.252447976)"
Corporation,"Prestige Autow, LLC",Prestige Autow,13 Fedor Avenue,,Gaithersburg,MD,20877,(301) 377-9285,0,13 Fedor Ave,,Gaithersburg,MD,20877,(301) 377-9285,05/30/2024,05/30/2027,23-MT-013627,"13 Fedor Avenue
Gaithersburg, MD 20877
(39.120010999, -77.177896983)"
Corporation,"Wilniq Auto, Inc.",Wilniq Auto Body & Mechanical Repairs,14125 Seneca Road,,Darnestown,MD,20874,(301) 545-1800,0,,,,,,,04/26/2024,04/26/2027,22-MT-013108,"14125 Seneca Road
Darnestown, MD 20874
(39.10186598, -77.293561966)"
Corporation,"Darcars of Indianola Drive, Inc.",Darcars Nissan,15911 Indianola Drive,,Rockville,MD,20855,(202) 281-0899,3,,,,,,,12/20/2023,12/20/2026,18-MT-001424,"15911 Indianola Drive
Rockville, MD 20855
(39.113815012, -77.161004011)"
Corporation,"GTP Motorsports, Inc.","GTP Motorsports, Inc.",7945 Queenair Drive,,Gaithersburg,MD,20879,(240) 498-4512,0,,,,,,,12/21/2023,12/21/2026,17-MT-002073,"7945 Queenair Drive
Gaithersburg, MD 20879
(39.170630988, -77.162021993)"
Corporation,"Hoffmaster's Auto Care, Inc.",Hoffmaster's Auto Care,11937 Tech Road,,Silver Spring,MD,20904,(301) 622-9797,0,,,,,,,01/12/2024,01/12/2027,18-MT-001676,"11937 Tech Road
Silver Spring, MD 20904
(39.051030995, -76.969763011)"
Corporation,21101 Frederick Road Inc.,Milestone Auto Services,21101 Frederick Road,,Germantown,MD,20876,(240) 413-2831,0,,,,,,,11/30/2023,11/30/2026,21-MT-009788,"21101 Frederick Road
Germantown, MD 20876
(39.203397985, -77.244920022)"
Corporation,"AJ Nealey Automotive, LLC",Nealey Auto Service,16077 Frederick Road,,Rockville,MD,20855,(240) 386-8617,1,,,,,,,12/07/2023,12/07/2026,22-MT-013357,"16077 Frederick Road
Rockville, MD 20855
(39.119100011, -77.17060699)"
Corporation,CYCLEMAX LLC,CYCLEMAX,7571 Lindbergh Drive,,Gaithersburg,MD,20879,(301) 869-6629,0,,,,,,,11/15/2023,11/15/2024,22-MT-013333,"7571 Lindbergh Drive
Gaithersburg, MD 20879
(39.166327007, -77.15163296)"
Corporation,"LG Auto Body, LLC",LG Auto Body,936 Philadelphia Avenue,,Silver Spring,MD,20910,(301) 588-0301,0,,,,,,,11/18/2023,11/18/2026,17-MT-001481,"936 Philadelphia Avenue
Silver Spring, MD 20910
(38.989383019, -77.026095016)"
Corporation,"Darcars of Rockville Pike, LLC",DARCARS Chrysler Dodge Jeep Ram of Rockville,755 Rockville Pike,,Rockville,MD,20852,(202) 281-0899,4,,,,,,,12/19/2023,12/19/2026,17-MT-001610,"755 Rockville Pike
Rockville, MD 20852
(39.077920015, -77.142022018)"
Corporation,"Independent, LLC","Independent, LLC",5334 Marinelli Road,,North Bethesda,MD,20852,(301) 656-5651,0,,,,,,,11/21/2023,11/21/2024,15-MT-001932,"5334 Marinelli Road
North Bethesda, MD 20852
(39.047151012, -77.107056993)"
Corporation,A & M AUTO SERVICE INC,A & M AUTO SERVICE INC,125 England Terrace,,Rockville,MD,20850,(301) 424-7900,0,,,,,,,11/27/2023,11/27/2024,22-MT-013329,"125 England Terrace
Rockville, MD 20850
(39.086372996, -77.146786962)"
Corporation,MD TIRE AUTO LLC,MD TIRE AUTO LLC,13800 Georgia Ave,,Silver Spring,MD,20906,(202) 751-1198,0,,,,,,,12/15/2023,12/15/2026,22-MT-013401,"13800 Georgia Ave
Silver Spring, MD 20906
(39.080868014, -77.076308987)"
Corporation,"Rockville Site Associates, LLC",Jiffy Lube,15121 Frederick Road,,Rockville,MD,20850,(301) 762-8777,0,,,,,,,05/30/2024,05/30/2027,15-MT-001692,"15121 Frederick Road
Rockville, MD 20850
(39.10484801, -77.156446016)"
Sole Proprietorship,,Robert Ward,3810 Greenly Street,,Silver Spring,MD,20906,(301) 325-1100,0,9200 Talbot Avenue,,Silver Spring,MD,20910,(301) 325-1100,02/18/2025,02/18/2028,16-MT-001285,"3810 Greenly Street
Silver Spring, MD 20906
(39.0617, -77.0764)"
Corporation,"Kim Airpark Auto Repair, LLC",Kim Airpark Auto Repair,7605 AIRPARK RD,SUITE B,GAITHERSBURG,MD,20879,(301) 740-9440,0,,,,,,,03/29/2025,03/29/2028,15-MT-001719,"7605 AIRPARK RD
GAITHERSBURG, MD 20879
(39.16985, -77.15535)"
Corporation,"A&H Auto Body Specialists, Inc.",A&H Auto Body Specialist,936 SLIGO AVE,,SILVER SPRING,MD,20910,(301) 557-9777,0,,,,,,,03/22/2025,03/22/2028,24-MT-013969,"936 SLIGO AVE
SILVER SPRING, MD 20910
(38.99022, -77.02506)"
Corporation,"K & K Lloyd, L.L.C.",Maaco of Silver Spring,2730 Garfield Ave,,Silver Spring,MD,20910,(301) 495-7314,0,,,,,,,02/03/2025,02/03/2028,21-MT-006527,"2730 Garfield Ave
Silver Spring, MD 20910
(39.00182, -77.05612)"
Corporation,"Mitch & Bills, Inc.",Mitch & Bill's Exxon,10127 RIVER ROAD,,Potomac,MD,20854,(301) 299-9228,1,,,,,,,03/11/2025,03/11/2028,18-MT-000844,"10127 RIVER ROAD
Potomac, MD 20854
(39.01829, -77.20856)"
Sole Proprietorship,,Jaime Valentin,2633 Garfield Ave,,Silver Spring,MD,20910,(301) 588-6706,0,,,,,,,02/15/2025,02/15/2028,23-MT-013448,"2633 Garfield Ave
Silver Spring, MD 20910
(39.0019, -77.05436)"
Corporation,"Far East Motors, Inc.",Far East Motors,963 SELIM RD,,Silver Spring,MD,20910,(240) 423-4273,2,,,,,,,01/17/2026,01/17/2029,16-MT-000549,"963 SELIM RD
Silver Spring, MD 20910
(38.989, -77.02599)"
Corporation,"H.W. Fletcher, Inc.",Fletcher's Service Center,18001 Georgia Ave,,Olney,MD,20832,(301) 924-4500,0,18001 Georgia Ave,,Olney,MD,20832,(301) 924-4500,03/26/2025,03/26/2028,18-MT-000285,"18001 Georgia Ave
Olney, MD 20832
(39.15122, -77.06647)"
Corporation,"Chevy Chase Automotive, LLC",Chevy Chase Acura,7725 Wisconsin Ave,,Bethesda,MD,20814,(240) 395-4010,0,,,,,,,03/26/2025,03/26/2028,20-MT-004032,"7725 Wisconsin Ave
Bethesda, MD 20814
(38.9881, -77.09502)"
Corporation,"AMPM Automotive, LLC","AMPM Automotive, LLC",11800 Cakley Cir,,Rockville,MD,20852,(301) 222-7396,0,,,,,,,02/21/2025,02/21/2026,15-MT-001861,"11800 Cakley Cir
Rockville, MD 20852
(39.04884, -77.10446)"
Corporation,"Ultimate Dealer Group, LLC",Flemings Ultimate Garage,660 Lofstrand Lane,,Rockville,MD,20850,(301) 816-1000,0,,,,,,,02/27/2025,02/27/2026,25-MT-014390,"660 Lofstrand Lane
Rockville, MD 20850
(39.09468, -77.13846)"
Corporation,"J's Auto Repair Service, L.L.C.",J's Auto Repair Service,11858 Coakley Cir,,Rockville,MD,20852,(301) 881-4111,0,,,,,,,04/11/2025,04/11/2028,24-MT-013989,"11858 Coakley Cir
Rockville, MD 20852
(39.04954, -77.10424)"
Corporation,"Velasco 495, L.L.C.",Velasco 495 Automotive,100 N Stonestreet,Unit C,Rockville,MD,20850,(240) 401-0588,0,,,,,,,04/01/2025,04/01/2028,18-MT-002230,"100 N Stonestreet
Rockville, MD 20850
(39.08611, -77.1472)"
Corporation,"Zimmerman Automotive, LLC","Zimmerman Automotive, LLC",7638 AIRPARK RD,Suite A,GAITHERSBURG,MD,20879,(301) 330-0299,0,,,,,,,03/02/2025,03/02/2028,16-MT-001735,"7638 AIRPARK RD
GAITHERSBURG, MD 20879
(39.16972, -77.15616)"
Corporation,Auto Nest LLC,Auto Nest LLC,15520 Georgia Ave,D,Rockville,MD,20853,(240) 869-9214,0,,,,,,,02/05/2025,02/05/2026,25-MT-014362,"15520 Georgia Ave
Rockville, MD 20853
(39.11082, -77.07637)"
Corporation,Guzman Towing Inc,Guzman Towing Inc,1000 Westmore Ave,,Rockville,MD,20850,(240) 437-7325,0,1000 Westmore Ave,,Rockville,MD,20850,(240) 437-7325,02/19/2025,02/19/2026,25-MT-014383,"1000 Westmore Ave
Rockville, MD 20850
(39.09819, -77.14844)"
Corporation,Airpark Auto Pros LLC,Airpark Auto Pros,8025 Snouffer School Rd,,Gaithersburg,MD,20879,(301) 990-2990,1,,,,,,,01/29/2025,01/29/2028,21-MT-006521,"8025 Snouffer School Rd
Gaithersburg, MD 20879
(39.16116, -77.16122)"
Sole Proprietorship,,Daniel Cipolari,10601 Saint Paul St,,Kensington,MD,20895,(301) 933-7611,0,,,,,,,04/01/2025,04/01/2028,16-MT-000332,"10601 Saint Paul St
Kensington, MD 20895
(39.03012, -77.07038)"
Sole Proprietorship,,Lecent Wilson,1921 Seminary Road,,Silver Spring,MD,20910,(301) 587-4476,0,,,,,,,02/20/2025,02/21/2026,16-MT-000866,"1921 Seminary Road
Silver Spring, MD 20910
(39.00881, -77.04105)"
Corporation,"Mr. Auto Repair, LLC",Mr. Auto Repair,15709 Crabbs Branch Way,,Derwood,MD,20855,(301) 530-7471,0,,,,,,,06/11/2023,06/11/2026,17-MT-002047,"15709 Crabbs Branch Way
Derwood, MD 20855
(39.11201, -77.15585)"
Corporation,A & M Repair and Towing Inc,A & M repair and Towing Inc,8061 Snouffer School Rd,A,Gaithersburg,MD,20879,(301) 421-0953,0,8061 Snouffer School Rd,A,Gaithersburg,MD,20879,(301) 421-0953,02/15/2025,02/15/2028,16-MT-001304,"8061 Snouffer School Rd
Gaithersburg, MD 20879
(39.1619, -77.16463)"
Corporation,"CarMax Auto Superstores, Inc.",CarMax Auto Superstores,16411 Shady Grove Road,,Gaithersburg,MD,20877,(301) 947-9790,3,,,,,,,01/31/2025,01/31/2028,21-MT-006510,"16411 Shady Grove Road
Gaithersburg, MD 20877
(39.12511, -77.17347)"
Corporation,"Maryland Transport SVC, LLC","Maryland Transport SVC, LLC",2503 log mill ct,,crofton,MD,21114,(301) 585-1880,0,9151 Brookville Rd,,Silver Spring,MD,20910,(301) 585-1880,03/12/2025,03/12/2028,18-MT-001423,"2503 log mill ct
crofton, MD 21114
(39.00981, -76.66453)"
Corporation,"Precision Automotive Glass, Inc.","Precision Automotive Glass, Inc.",2226 Bowersox Rd,,New Windsor,MD,21776,(301) 943-9374,0,,,,,,,02/03/2025,02/03/2026,16-MT-000068,"2226 Bowersox Rd
New Windsor, MD 21776
(39.51033, -77.0785)"
Corporation,Euro Motorcars Bethesda LLC,Euro Motorcars Commercial Vans Service,9030 Comprint Court,,Gaithersburg,MD,20877,(301) 255-6100,0,,,,,,,02/12/2025,02/12/2026,25-MT-014371,"9030 Comprint Court
Gaithersburg, MD 20877
(39.11949, -77.18595)"
Corporation,"Raitero, Inc.","Raitero, Inc",3952 Bel Pre Rd,3,Silver Spring,MD,20906,(240) 310-6711,0,3952 Bel Pre Rd,3,Silver Spring,MD,20906,(240) 310-6711,02/14/2025,02/14/2028,24-MT-013913,"3952 Bel Pre Rd
Silver Spring, MD 20906
(39.09274, -77.07716)"
Corporation,"A & K Capitol, LLC",SHIN'S AUTO SERVICE,8041 Queenair Drive,6,Gaithersburg,MD,20879,(301) 966-3780,1,,,,,,,02/26/2025,02/26/2028,24-MT-013940,"8041 Queenair Drive
Gaithersburg, MD 20879
(39.17158, -77.16385)"
Corporation,"Caliber Bodyworks of Maryland, LLC",Caliber Collision Centers,12120 Tech Road,,Silver Springs,MD,20904,(301) 622-4777,0,,,,,,,01/29/2024,01/29/2027,18-MT-002124,"12120 Tech Road
Silver Springs, MD 20904
(39.055632995, -76.967364027)"
Corporation,"Ultimate Auto Group, LLC",Ultimate Auto Group,5711 Wicomico Avenue,,Rockville,MD,20852,(301) 366-1298,0,,,,,,,12/13/2023,12/13/2024,22-MT-013372,"5711 Wicomico Avenue
Rockville, MD 20852
(39.061080017, -77.115874)"
Corporation,Duramax Auto Repair Incorporated,Duramax Auto Repair,109 N Stonestreet Avenue,,Rockville,MD,20850,(301) 545-1180,0,,,,,,,02/01/2024,02/01/2027,17-MT-002167,"109 N Stonestreet Avenue
Rockville, MD 20850
(39.086385988, -77.147059039)"
Corporation,Santana Automotive Tire Services LLC,Santana Automotive & Tire Services LLC,15833 Redland Rd.,,Derwood,Maryland,20855,(301) 417-4194,0,,,,,,,12/13/2023,12/13/2026,22-MT-013396,"15833 Redland Rd.
Derwood, Maryland 20855
(39.116109889, -77.165616631)"
Corporation,"K & D Towing, Inc.",K & D Towing,15101 Southlawn Lane,,Rockville,MD,20850,(301) 755-4450,0,15101 Southlawn Lane,,Rockville,MD,20850,(301) 755-4450,12/15/2023,12/15/2024,19-MT-002874,"15101 Southlawn Lane
Rockville, MD 20850
(39.104195982, -77.132812989)"
Corporation,"Corvi Automotive, LLC","Corvi Automotive, LLC",14630 Southlawn Lane,B,Rockville,MD,20850,(301) 417-8383,0,,,,,,,01/25/2024,01/25/2027,18-MT-002165,"14630 Southlawn Lane
Rockville, MD 20850
(39.095530016, -77.140774958)"
Corporation,QUICK TOW INC.,QUICK TOW INC dba CONGRESSIONAL TOWING AND TRANSPORT INC,7406 H Westmore Road,shop H,Rockville,MD,20850,(301) 908-1213,0,7406 H WESTMORE RD,shop H,ROCKVILLE,MD,20850,(301) 908-1213,01/25/2024,01/25/2025,24-MT-013895,"7406 H Westmore Road
Rockville, MD 20850
(39.098658016, -77.15180898)"
Corporation,"Darcars of Paramont Drive, Inc.",355 Toyota,15625 Frederick Road,,Rockville,MD,20855,(240) 571-3542,18,,,,,,,12/20/2023,12/20/2026,18-MT-001190,"15625 Frederick Road
Rockville, MD 20855
(39.114537993, -77.162065998)"
Corporation,"Son's Auto Clinic, Inc.",Son's Auto Repair Clinic,2121 University Boulevard West,,Silver Spring,MD,20902,(301) 962-6101,0,,,,,,,01/18/2024,01/18/2027,16-MT-000691,"2121 University Boulevard West
Silver Spring, MD 20902
(39.041517996, -77.04769099)"
Corporation,"R.N.P., Inc.",Twinbrook Auto Service,12349 Parklawn Drive,,Rockville,MD,20852,(301) 881-8979,0,,,,,,,03/07/2024,03/07/2027,18-MT-000890,"12349 Parklawn Drive
Rockville, MD 20852
(39.060838995, -77.111480961)"
Corporation,Laganis Enterprises LC,Laganis Auto,20005 Doolittle Street,,Montgomery Village,MD,20886,(240) 301-9329,0,,,,,,,01/12/2024,01/12/2025,24-MT-013880,"20005 Doolittle Street
Montgomery Village, MD 20886
(39.184964001, -77.200506999)"
Corporation,"Seemas, Inc.",Rockville Exxon@White Flint,11433 Rockville Pike,,Rockville,MD,20852,(301) 230-5650,0,,,,,,,02/23/2024,02/23/2027,16-MT-002011,"11433 Rockville Pike
Rockville, MD 20852
(39.044549018, -77.111165969)"
Corporation,DARCARS OF AUTO PARK DRIVE INC,"DARCARS CHRYSLER, DODGE, JEEP, RAM OF SILVER SPRING",3110 Automobile Boulevard,,Silver Spring,MD,20904,(301) 622-0010,5,,,,,,,01/31/2024,01/31/2027,23-MT-013462,"3110 Automobile Boulevard
Silver Spring, MD 20904
(39.079704019, -76.947742997)"
Corporation,"Benjamin's Auto, Inc",Benjamin's Auto,943 Selim Road,,Silver Spring,MD,20910,(301) 495-3775,0,,,,,,,02/24/2024,02/24/2027,20-MT-004029,"943 Selim Road
Silver Spring, MD 20910
(38.988656015, -77.025438965)"
Corporation,"Dent Source, Inc.",Dent Source,8194 Beechcraft Avenue,,Gaithersburg,MD,20879,(301) 346-3368,0,,,,,,,03/06/2024,03/06/2027,21-MT-007671,"8194 Beechcraft Avenue
Gaithersburg, MD 20879
(39.165460988, -77.16684603)"
Corporation,"Best Quality Auto Repair, LLC",Best Quality Auto Repair,304 N Stone Street Avenue,,Rockville,MD,20850,(240) 888-8661,0,,,,,,,01/17/2024,01/17/2025,22-MT-013426,"304 N Stone Street Avenue
Rockville, MD 20850
(39.087656014, -77.148386984)"
Corporation,"Darcars Motors of Silver Spring, Inc.",Lexus of Silver Spring,2505 Prosperity Terrace,,Silver Spring,MD,20904,(301) 680-0400,6,,,,,,,01/13/2024,01/13/2027,15-MT-000469,"2505 Prosperity Terrace
Silver Spring, MD 20904
(39.060116014, -76.960708041)"
Corporation,German Auto Repair LLC,German Auto Repair,14630 Southlawn Lane,D,Rockville,MD,20850-7300,(301) 340-0116,0,,,,,,,04/23/2025,04/23/2028,21-MT-007618,"14630 Southlawn Lane
Rockville, MD 20850-7300
(39.09556, -77.14101)"
Corporation,VIP Executive Transportation LLC,Joel's Automotive & Motorsport LLC,12221 Parklawn Drive,Ste#130,Rockville,MD,20852,(301) 230-2721,0,,,,,,,03/21/2025,03/21/2026,24-MT-013953,"12221 Parklawn Drive
Rockville, MD 20852
(39.05791, -77.11017)"
Corporation,EcoFix Mobile Mechanics LLC,EcoFix Mobile Mechanic LLC,12526 Veirs Mill Rd,Apt 103,Rockville,MD,20853-3529,(240) 476-9336,0,,,,,,,03/17/2025,03/17/2026,25-MT-014422,"12526 Veirs Mill Rd
Rockville, MD 20853-3529
(39.06201, -77.09397)"
Corporation,"RHD Gaithersburg, LLC.",Gaithersburg Mazda,625 N Frederick Avenue,,Gaithersburg,MD,20879,(301) 212-3000,0,,,,,,,03/18/2025,03/18/2028,15-MT-000498,"625 N Frederick Avenue
Gaithersburg, MD 20879
(39.15472, -77.21315)"
Corporation,"Star Car Auto Service, LLC",Star Car Auto Service,15864 Somerville Drive,,Rockville,MD,20855,(301) 637-9070,0,,,,,,,03/28/2025,03/28/2028,21-MT-007597,"15864 Somerville Drive
Rockville, MD 20855
(39.11621, -77.16435)"
Corporation,"Tony's Garage, Incorporated",Tony's Garage,15549 Old Columbia Pike,,Burtonsville,MD,20866,(301) 384-2100,0,,,,,,,03/31/2024,03/31/2027,16-MT-000868,"15549 Old Columbia Pike
Burtonsville, MD 20866
(39.109587012, -76.934197003)"
Corporation,"WANGKANG, LLC",EXECUTIVE SHELL,12151 Rockville Pike,,Rockville,MD,20852,(301) 468-1897,0,,,,,,,02/07/2024,02/07/2025,23-MT-013466,"12151 Rockville Pike
Rockville, MD 20852
(39.05736302, -77.118369042)"
Corporation,"K&M Auto Repair, L.L.C.","K&M Auto Repair, L.L.C.",1097 Taft Street,,Rockville,MD,20850,(301) 444-4511,0,,,,,,,04/09/2024,04/09/2027,20-MT-004091,"1097 Taft Street
Rockville, MD 20850
(39.093179982, -77.136466995)"
Sole Proprietorship,,VETERAN AUTOMOTIVE SERVICE,7410 Westmore Road,Unit 2,Rockville,MD,20850,(301) 294-6554,0,,,,,,,02/09/2024,02/09/2025,24-MT-013922,"7410 Westmore Road
Rockville, MD 20850
(39.098658016, -77.15180898)"
Corporation,"Zadco Enterprise, Inc.",Maaco,8184 Beechcraft Avenue,,Gaithersburg,MD,20879,(301) 355-7955,1,,,,,,,03/23/2024,03/23/2027,21-MT-011914,"8184 Beechcraft Avenue
Gaithersburg, MD 20879
(39.165460988, -77.16684603)"
Corporation,Boba Fett LLC,Ourisman Jeep,5410 Butler Road,,Bethesda,MD,20816,(301) 347-0707,1,,,,,,,02/15/2024,02/15/2025,24-MT-013929,"5410 Butler Road
Bethesda, MD 20816
(38.961750986, -77.103973039)"
Corporation,"Hillmuth Certified Automotive of Gaithersburg, Inc",Hillmuth Certified Automotive,19300 Woodfield Road,,Gaithersburg,MD,20879,(301) 963-0660,1,,,,,,,03/13/2024,03/13/2027,17-MT-000979,"19300 Woodfield Road
Gaithersburg, MD 20879
(39.173102015, -77.153116976)"
Corporation,"AMSG PETROLEUM, INC.",Twinbrook Service,1907 Veirs Mill Road,,Rockville,MD,20851,(301) 340-8161,0,,,,,,,02/21/2024,02/21/2027,15-MT-001840,"1907 Veirs Mill Road
Rockville, MD 20851
(39.075219994, -77.118067964)"
Corporation,"Hind's Feet, Inc.",Autobahn Autocaref,12021 Nebel Street,,Rockville,MD,20852,(301) 230-5809,0,,,,,,,03/08/2024,03/08/2027,18-MT-001494,"12021 Nebel Street
Rockville, MD 20852
(39.051124998, -77.108902017)"
Corporation,Rozi Inc.,New Bethesda Auto Repair,8240 Wisconsin Avenue,,Bethesda,MD,20814,(301) 654-7472,0,,,,,,,03/23/2024,03/23/2027,22-MT-013046,"8240 Wisconsin Avenue
Bethesda, MD 20814
(38.992470996, -77.096297982)"
Corporation,"Ourisman Bethesda, Inc.",Ourisman Honda,4800 Bethesda Avenue,,Bethesda,MD,20814,(301) 656-1000,0,,,,,,,02/05/2024,02/05/2025,17-MT-000110,"4800 Bethesda Avenue
Bethesda, MD 20814
(38.980298, -77.096692015)"
Corporation,Absolute Auto LLC,Absolute Auto LLC,22210 Dickerson Road,Unit 1,Dickerson,MD,20842,(301) 972-7234,0,,,,,,,03/21/2024,03/21/2027,00-MT-000893,"22210 Dickerson Road
Dickerson, MD 20842
(39.220915995, -77.425806018)"
Corporation,"Total Auto Dent Repair, LLC",Painless Dent Removal,11114 Cross Laurel Drive,,Germantown,MD,20876,(240) 392-7363,1,,,,,,,02/14/2024,02/14/2025,18-MT-002268,"11114 Cross Laurel Drive
Germantown, MD 20876
(39.189330008, -77.229751962)"
Corporation,Carino Automotive L.L.C.,Rockville Auto Clinic,7402-G  Westmore Rd,,Rockville,MD,20850,(301) 340-8810,2,,,,,,,04/11/2025,04/11/2028,16-MT-001293,"7402-G Westmore Rd
Rockville, MD 20850
(39.09894, -77.15105)"
Corporation,"Merchant's, LLC",NTB Tire & Service Centers,379 Hungerford Dr,,Rockville,MD,20850,(301) 200-8435,0,,,,,,,05/08/2025,05/08/2028,24-MT-014021,"379 Hungerford Dr
Rockville, MD 20850
(39.08768, -77.14968)"
Corporation,New Level Auto Service LLC,New Level Auto Service LLC,716 East Gude Drive,,Rockville,MD,20850,(301) 762-1200,0,,,,,,,04/18/2025,04/18/2028,18-MT-002257,"716 East Gude Drive
Rockville, MD 20850
(39.10361, -77.14126)"
Corporation,"Jim Coleman Automotive of Silver Spring, LLC",Jim Coleman Nissan of Silver Spring,3221 Automobile Blvd,,Silver Spring,MD,20904,(301) 890-2800,0,,,,,,,04/02/2025,04/02/2028,24-MT-013979,"3221 Automobile Blvd
Silver Spring, MD 20904
(39.07968, -76.94606)"
Corporation,"Precision Repair Solutions, LLC",Precision Repair Solutions,11140 Rockville Pike,100,Rockville,MD,20852,(240) 447-4967,0,,,,,,,03/07/2025,03/07/2026,25-MT-014407,"11140 Rockville Pike
Rockville, MD 20852
(39.0402, -77.11036)"
Sole Proprietorship,,"HDR Auto Service, LLC",7935 Queenair Drive,,Gaithersburg,MD,20879,(301) 335-5554,0,,,,,,,03/14/2025,03/14/2026,25-MT-014419,"7935 Queenair Drive
Gaithersburg, MD 20879
(39.17057, -77.16244)"
Corporation,"Germantown Site Associates, LLC",Jiffy Lube,19520 Walter Johnson Drive,,Germantown,MD,20874,(301) 916-9400,0,,,,,,,07/13/2024,07/13/2027,20-MT-004183,"19520 Walter Johnson Drive
Germantown, MD 20874
(39.176587001, -77.26898698)"
